MapMySectionsID,Genetics Tools Type,STPT Data File Path,STPT Thumbnail image,Neuroglancer File Path,CCF Registered Image File Path,Target_Cell_Population,Qualitative Image Assessment,ABC.NN,Astro.TE.NN,CLA.EPd.CTX.Car3.Glut,Endo.NN,L2.3.IT.CTX.Glut,L4.5.IT.CTX.Glut,L5.ET.CTX.Glut,L5.IT.CTX.Glut,L5.NP.CTX.Glut,L6.CT.CTX.Glut,L6.IT.CTX.Glut,L6b.CTX.Glut,Lamp5.Gaba,Lamp5.Lhx6.Gaba,Lymphoid.NN,Microglia.NN,OPC.NN,Oligo.NN,Peri.NN,Pvalb.Gaba,Pvalb.chandelier.Gaba,SMC.NN,Sncg.Gaba,Sst.Chodl.Gaba,Sst.Gaba,VLMC.NN,Vip.Gaba
MMS.training.218,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1306527483/ome_zarr_conversion/1306527483.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/703029_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/703029_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1306527483/1306527483.quantification.zip,Sst,"weak, dense, GABAergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.219,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1201111196/ome_zarr_conversion/1201111196.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/634957_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/634957_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1201111196/1201111196.quantification.zip,Oligo,"weak, dense, Oligo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0
MMS.training.220,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/783350253/ome_zarr_conversion/783350253.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/404531_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/404531_STPT.json,,,"strong, sparse, Endo_Peri; strong, sparse, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.221,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1275058699/ome-zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/673431_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/673431_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1275058699/1275058699.quantification.zip,Pvalb,"strong, dense, GABAergic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,1,0,0
MMS.training.222,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/1294955937/ome_zarr_conversion/1294955937.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/675050_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/675050_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1294955937/1294955937.quantification.zip,,"strong, sparse, L6_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.223,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/855881371/ome_zarr_conversion/855881371.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/435150_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/435150_STPT.json,,,"strong, sparse, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.224,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/768608762/ome_zarr_conversion/768608762.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/417475_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/417475_STPT.json,,,"strong, dense, L6_Glutamatergic; strong, dense, Neuron; strong, sparse, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.225,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1365188678/ome_zarr_conversion/1365188678.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/733504_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/733504_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1365188678/1365188678.quantification.zip,Pvalb,"strong, dense, L5_Glutamatergic; strong, dense, L6_Glutamatergic; strong, sparse, L4_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.226,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/1226962535/ome_zarr_conversion/1226962535.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/652085_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/652085_STPT.json,,,"strong, sparse, GABAergic",0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.227,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1344134733/ome_zarr_conversion/1344134733.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/727401_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/727401_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1344134733/1344134733.quantification.zip,L6b,"strong, dense, L6b_Glutamatergic",0,0,0,0,1,7,4,0,0,2,2,17,0,0,0,0,0,0,0,4,0,0,0,0,5,0,1
MMS.training.228,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1230749472/ome-zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/651212_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/651212_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1230749472/1230749472.quantification.zip,Pvalb,"strong, dense, GABAergic; strong, dense, L5_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.229,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1274882234/ome_zarr_conversion/1274882234.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/681761_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/681761_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1274882234/1274882234.quantification.zip,Sst_Chodl,"strong, dense, GABAergic",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,0,0,0,4,100,0,0
MMS.training.230,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1388018080/ome_zarr_conversion/1388018080.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/746471_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/746471_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1388018080/1388018080.quantification.zip,L6_CT,"weak, dense, L6_Glutamatergic",0,0,0,0,0,0,1,0,1,37,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MMS.training.231,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1254017099/ome_zarr_conversion/1254017099.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/666149_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/666149_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1254017099/1254017099.quantification.zip,L6b,"strong, dense, L6b_Glutamatergic; weak, sparse, L6b_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.232,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/1168820317/ome_zarr_conversion/1168820317.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/618699_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/618699_STPT.json,,,"strong, sparse, Neuron",0,0,0,1,0,1,0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,128,0,0,0,4
MMS.training.233,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1124229432/ome_zarr_conversion/1124229432.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/579920_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/579920_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1124229432/1124229432.quantification.zip,L4_IT,"strong, dense, L4_Glutamatergic; strong, dense, L5_Glutamatergic; strong, sparse, L23_Glutamatergic; weak, dense, L4_Glutamatergic",0,1,0,0,1,90,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.234,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1121032151/ome_zarr_conversion/1121032151.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/578062_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/578062_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1121032151/1121032151.quantification.zip,L6_IT_Car3,"weak, dense, L6_Glutamatergic",0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.235,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1231755987/ome_zarr_conversion/1231755987.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/652694_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/652694_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1231755987/1231755987.quantification.zip,Vip,"weak, sparse, GABAergic",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,74
MMS.training.236,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1293746326/ome_zarr_conversion/1293746326.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/693225_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/693225_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1293746326/1293746326.quantification.zip,L5_ET,"strong, dense, L23_Glutamatergic; strong, dense, L5_Glutamatergic",0,0,0,0,9,25,11,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.237,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/1376569458/ome_zarr_conversion/1376569458.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/731674_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/731674_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1376569458/1376569458.quantification.zip,,"strong, sparse, Neuron",0,0,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.238,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1284586710/ome_zarr_conversion/1284586710.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/687206_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/687206_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1284586710/1284586710.quantification.zip,L6b,"strong, dense, GABAergic; strong, dense, L6b_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.239,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1100665888/ome_zarr_conversion/1100665888.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/571076_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/571076_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1100665888/1100665888.quantification.zip,L5_ET,"strong, dense, L5_Glutamatergic; strong, dense, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.240,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1123816923/ome_zarr_conversion/1123816923.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/579527_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/579527_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1123816923/1123816923.quantification.zip,Sst,"weak, sparse, GABAergic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,0,1
MMS.training.241,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1340404852/ome_zarr_conversion/1340404852.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/719696_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/719696_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1340404852/1340404852.quantification.zip,L4_IT,"strong, dense, L4_Glutamatergic",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MMS.training.242,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1327365632/ome_zarr_conversion/1327365632.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/707215_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/707215_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1327365632/1327365632.quantification.zip,L4_IT,"strong, dense, L5_Glutamatergic; strong, sparse, L4_Glutamatergic; strong, sparse, L6_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.243,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1346004262/ome_zarr_conversion/1346004262.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/724985_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/724985_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1346004262/1346004262.quantification.zip,L5_ET,"strong, dense, L5_Glutamatergic",0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.244,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1238484641/ome_zarr_conversion/1238484641.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/653315_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/653315_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1238484641/1238484641.quantification.zip,L6_IT_Car3,"weak, sparse, L6_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.245,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1200969502/ome_zarr_conversion/1200969502.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/634956_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/634956_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1200969502/1200969502.quantification.zip,Endo,"strong, sparse, Endo_Peri; weak, dense, Endo_Peri; weak, sparse, Astro; weak, sparse, Endo_Peri",0,5,0,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
MMS.training.246,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1395327723/ome_zarr_conversion/1395327723.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/748558_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/748558_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1395327723/1395327723.quantification.zip,L4_IT,"[not assessed], dense, L5_Glutamatergic; [not assessed], sparse, L6_Glutamatergic",0,0,0,0,0,22,2,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.247,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1121585094/ome-zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/579924_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/579924_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1121585094/1121585094.quantification.zip,Pvalb,"strong, dense, GABAergic; strong, dense, L5_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.248,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1283915380/ome_zarr_conversion/1283915380.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/685868_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/685868_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1283915380/1283915380.quantification.zip,Pvalb,"strong, dense, Astro",,,,,,,,,,,,,,,,,,,,,,,,,,,
